Brand,Model,Version,Price,Modèle,Main,Kilométrage,Carburant,Transmision,Puissance fiscale,Couleur extérieure,Etat du véhicule,Climatisation,Vitres électriques,Sièges électriques,Ordinateur de bord,Start & Stop,Régulateur de vitesse,Allumage auto. des feux,Détecteur de pluie,Commandes au volant,Ecran tactile,Rétroviseurs électriques,Ouverture auto. du coffre,Démarrage mains libres,Banquette arrière rabattable 1/3-2/3,Caméra de recul,Bluetooth,Jantes aluminium,Volant cuir,Feux de jour,Barres de toit,Toit,Airbags,ABS,ESP,Antipatinage,Architecture,Cylindrée,Conso. ville,Conso. route,Vitesse maxi.,Volume du réservoir
MERCEDES,GLK 2011,200 CDI,190.000 DH VENDUE,2011.0,Seconde,130.000 km,Diesel,Manuelle,9 cv,Blanc,Excellent,auto.,Electrique AV/AR,Conducteur et Passager,oui,oui,non,oui,non,oui,oui,non,non,non,non,non,oui,oui,non,oui,oui,Rigide,oui,oui,oui,oui,,,,,,
MERCEDES,Classe C 2010,350 CDI Elegance,140.000 DH VENDUE,2010.0,Première,79.104 km,Diesel,Manuelle,9 cv,Noir,Très bon,non,-,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,Rigide,non,non,non,non,,,,,,
MERCEDES,Classe E 2006,220 d DCT Avantgarde,124.000 DH VENDUE,2006.0,Seconde,245.000 km,Diesel,Manuelle,8 cv,Bleu ciel,Très bon,auto. Bi-zone,Electrique AV/AR,Conducteur et Passager,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,non,non,oui,non,oui,oui,non,Rigide,oui,oui,oui,oui,,,,,,
MERCEDES,Classe C 2011,Autre version,100.000 DH VENDUE,2011.0,Première,75.000 km,Diesel,Automatique,9 cv,Noir,Comme neuve,auto.,Electrique AV,Conducteur,oui,oui,oui,oui,oui,oui,oui,oui,non,oui,oui,oui,oui,oui,non,oui,oui,Panoramique,oui,oui,oui,oui,,,,,,
MERCEDES,Classe C 1998,Autre version,75.000 DH VENDUE,1998.0,Seconde,500.000 km,Diesel,Automatique,-,Gris clair,Très bon,manuelle,Electrique AV,non,non,non,non,non,non,non,non,oui,oui,non,non,non,non,oui,non,non,non,Rigide,oui,oui,non,oui,,,,,,
MERCEDES,Classe C 1999,220 CDI,77.000 DH VENDUE,1999.0,Seconde,236.395 km,Diesel,Automatique,9 cv,Bleu,Excellent,manuelle,Electrique AV/AR,non,non,non,non,non,non,non,non,oui,non,non,non,non,non,oui,non,non,non,Rigide,oui,non,non,oui,,,,,,
MERCEDES,Classe C 2015,220 d AMG line Plus,480.000 DH VENDUE,2015.0,Première,48.000 km,Diesel,Automatique,9 cv,Noir,Comme neuve,auto. Bi-zone,Electrique AV/AR,Conducteur et Passager,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,Panoramique ouvrant,oui,oui,oui,oui,,,,,,
MERCEDES,Classe C 2011,Autre version,180.000 DH VENDUE,2011.0,Première,170.000 km,Diesel,Automatique,9 cv,Beige,Excellent,auto.,Electrique AV/AR,Conducteur et Passager,oui,non,oui,oui,oui,oui,non,oui,oui,oui,oui,oui,oui,oui,non,oui,non,Panoramique,oui,oui,oui,oui,,,,,,
MERCEDES,Classe C 2014,180 d,255.000 DH VENDUE,2014.0,Seconde,89.348 km,Diesel,Automatique,9 cv,Blanc,Excellent,auto. Bi-zone,Electrique AV/AR,Conducteur et Passager,oui,non,oui,oui,non,non,oui,non,non,non,non,non,oui,non,oui,oui,non,Rigide,non,oui,oui,non,,,,,,
MERCEDES,GLA 2016,200 d DCT Urban,265.000 DH VENDUE,2016.0,Seconde,67.000 km,Diesel,Automatique,9 cv,Gris,Excellent,auto.,Electrique AV/AR,non,oui,oui,oui,oui,oui,oui,oui,oui,oui,non,oui,oui,oui,oui,oui,oui,oui,Panoramique,oui,oui,oui,oui,,,,,,
MERCEDES,Classe B 2018,180 d BVA Urban,210.000 DH VENDUE,2018.0,Première,12.500 km,Diesel,Automatique,6 cv,Noir,Comme neuve,auto.,Electrique AV/AR,non,oui,oui,oui,oui,oui,oui,oui,oui,non,oui,oui,oui,oui,oui,oui,oui,non,Rigide,oui,oui,oui,oui,,,,,,
MERCEDES,190 1984,2.0 D,38.000 DH VENDUE,1984.0,Seconde,210.000 km,Diesel,Automatique,-,Gris,Bon,non,-,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,Rigide,non,non,non,non,,,,,,
MERCEDES,Classe C 2015,220 CDI Bluetec Classic,275.000 DH VENDUE,2015.0,Seconde,88.000 km,Diesel,Automatique,9 cv,Noir,Comme neuve,non,Electrique AV/AR,Conducteur et Passager,non,oui,non,oui,oui,oui,non,oui,oui,oui,non,non,non,oui,non,oui,non,Rigide,oui,oui,oui,oui,,,,,,
MERCEDES,Classe C 2008,220 d,140.000 DH VENDUE,2008.0,Seconde,300.000 km,Diesel,Automatique,9 cv,Bleu ciel,Bon,auto. Bi-zone,Electrique AV/AR,Conducteur et Passager,oui,oui,oui,oui,non,oui,oui,oui,oui,oui,non,oui,oui,oui,oui,oui,non,Rigide,oui,oui,oui,oui,,,,,,
MERCEDES,CLA Coupé 2017,Autre version,470.000 DH VENDUE,2017.0,Première,34.611 km,Diesel,Automatique,12 cv,Gris foncé,Comme neuve,manuelle,Electrique AV/AR,Conducteur et Passager,oui,non,oui,oui,non,oui,non,oui,oui,oui,oui,oui,oui,oui,non,oui,non,Rigide,oui,oui,oui,oui,,,,,,
MERCEDES,Classe C 2002,220 CDI,88.000 DH VENDUE,2002.0,Seconde,236.000 km,Diesel,Automatique,17 cv,Gris clair,Excellent,auto. Multi-zone,Electrique AV/AR,Conducteur et Passager,oui,non,oui,oui,oui,oui,oui,non,non,oui,oui,oui,oui,oui,non,oui,oui,Rigide,oui,oui,oui,oui,,,,,,
MERCEDES,Classe A 2013,180 d,200.000 DH VENDUE,2013.0,Seconde,98.000 km,Diesel,Automatique,6 cv,Noir,Comme neuve,manuelle,Electrique AV/AR,non,non,non,oui,oui,oui,oui,non,non,non,non,non,non,oui,oui,oui,non,non,Rigide,oui,oui,oui,non,,,,,,
MERCEDES,Classe C 2011,200 d,150.000 DH VENDUE,2011.0,Seconde,199.000 km,Diesel,Automatique,9 cv,Noir,Excellent,auto. Bi-zone,Electrique AV/AR,Conducteur et Passager,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,non,Rigide,oui,oui,oui,oui,,,,,,
MERCEDES,CLK 1998,200 Coupé Elegance,35.000 DH VENDUE,1998.0,Seconde,280.000 km,Essence,Automatique,11 cv,Bleu foncé,Bon,manuelle,Electrique AV/AR,Conducteur,oui,non,non,non,non,non,non,oui,oui,non,non,non,non,oui,non,non,non,Ouvrant,oui,oui,oui,oui,,,,,,
MERCEDES,Classe E 2018,Autre version,0 DH VENDUE,2018.0,Première,950.000 km,Diesel,Automatique,-,Bleu foncé,Excellent,non,-,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,Rigide,non,non,non,non,,,,,,
MERCEDES,Classe V 2011,Autre version,250.000 DH VENDUE,2011.0,Seconde,211.000 km,,Automatique,-,-,-,non,-,non,oui,non,oui,oui,non,oui,oui,non,non,oui,oui,oui,oui,oui,non,non,oui,Rigide,oui,oui,oui,non,,,,,,
MERCEDES,Classe C 1995,250 CDI Elegance,62.000 DH VENDUE,1995.0,Seconde,278.000 km,Diesel,Automatique,10 cv,Marron,Très bon,manuelle,Electrique AV/AR,non,oui,non,non,non,non,non,non,oui,non,non,non,non,non,oui,non,non,non,Rigide,oui,oui,non,non,,,,,,
MERCEDES,Classe B 2006,170 Classic,75.000 DH VENDUE,2006.0,Seconde,225.000 km,Essence,Automatique,10 cv,Noir,Très bon,manuelle,Electrique AV/AR,non,oui,non,non,oui,non,oui,non,non,oui,non,oui,non,non,oui,non,oui,non,Rigide,oui,oui,oui,oui,,,,,,
MERCEDES,Classe C 2004,200 d,120.000 DH VENDUE,2004.0,Seconde,350.000 km,Diesel,Automatique,9 cv,Bleu,Excellent,auto. Bi-zone,Electrique AV/AR,Conducteur et Passager,oui,non,oui,oui,non,oui,non,oui,oui,oui,oui,non,non,oui,oui,non,non,Rigide,oui,oui,oui,oui,,,,,,
MERCEDES,Classe C 2015,Autre version,120.000 DH VENDUE,2015.0,Première,94.000 km,Diesel,Automatique,8 cv,Gris clair,Excellent,auto.,-,Conducteur et Passager,non,oui,oui,oui,oui,oui,oui,non,non,non,non,non,oui,non,non,non,non,Rigide,oui,oui,oui,oui,,,,,,
MERCEDES,Classe C 2018,220 d AMG line,160.000 DH VENDUE,2018.0,Seconde,50.456 km,Diesel,Automatique,8 cv,Noir,Comme neuve,auto. Bi-zone,Electrique AV/AR,Conducteur et Passager,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,non,oui,oui,non,oui,oui,non,Panoramique ouvrant,non,oui,oui,oui,,,,,,
MERCEDES,Classe C 2007,220 CDI,95.000 DH VENDUE,2007.0,Première,126.000 km,Diesel,Automatique,9 cv,Noir,Excellent,auto.,Electrique AV/AR,Conducteur,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,non,oui,non,Rigide,oui,oui,oui,oui,,,,,,
MERCEDES,Classe C 2005,220 CDI,118.000 DH VENDUE,2005.0,Seconde,199.000 km,Diesel,Automatique,-,Gris clair,Excellent,auto. Bi-zone,-,non,oui,non,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,non,non,non,Rigide,oui,oui,oui,oui,,,,,,
MERCEDES,Classe A 2006,200 d,75.000 DH VENDUE,2006.0,Première,90.000 km,Essence,Automatique,8 cv,Noir,Très bon,auto.,Electrique AV/AR,non,oui,oui,oui,oui,oui,oui,oui,oui,non,oui,oui,oui,oui,non,oui,oui,non,Rigide,non,oui,oui,oui,,,,,,
MERCEDES,Classe C 2012,Autre version,225.000 DH VENDUE,2012.0,Seconde,167.000 km,Diesel,Automatique,9 cv,Gris foncé,Excellent,auto. Bi-zone,Electrique AV/AR,Conducteur et Passager,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,non,Rigide,oui,oui,oui,oui,,,,,,
MERCEDES,Classe C 2011,220 d,189.000 DH VENDUE,2011.0,Seconde,121.000 km,Diesel,Automatique,9 cv,Noir,Très bon,auto. Bi-zone,Electrique AV/AR,Conducteur et Passager,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,non,Ouvrant,oui,oui,oui,oui,,,,,,
MERCEDES,Classe B 2010,180 CDI Classic Sport,125.000 DH VENDUE,2010.0,Seconde,174.000 km,Diesel,Automatique,8 cv,Noir,Excellent,non,Electrique AV,non,oui,non,non,oui,oui,oui,non,non,non,oui,non,non,non,oui,non,non,non,Rigide,oui,oui,non,non,,,,,,
MERCEDES,CLA Coupé 2014,220 CDI,265.000 DH VENDUE,2014.0,Première,87.200 km,Diesel,Automatique,8 cv,Blanc,Excellent,auto.,Electrique AV/AR,Conducteur,oui,oui,oui,oui,non,oui,non,oui,non,oui,non,oui,oui,oui,non,non,non,Rigide,oui,oui,oui,oui,,,,,,
MERCEDES,Classe E 2010,350 d Avantgarde,230.000 DH VENDUE,2010.0,Première,260.000 km,Diesel,Automatique,12 cv,Bordeau,Excellent,auto. Bi-zone,Electrique AV/AR,Conducteur et Passager,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,non,oui,oui,oui,oui,oui,non,Rigide,oui,oui,oui,oui,,,,,,
MERCEDES,Classe C 2015,Autre version,255.000 DH VENDUE,2015.0,Seconde,91.000 km,Diesel,Automatique,6 cv,Noir,Excellent,auto. Multi-zone,Electrique AV/AR,Conducteur et Passager,oui,oui,oui,oui,oui,oui,oui,non,non,non,non,non,oui,oui,non,oui,non,Rigide,oui,oui,oui,oui,,,,,,
MERCEDES,Classe S 2001,Autre version,40.000 DH VENDUE,2001.0,Seconde,256.000 km,Diesel,Automatique,-,Noir,Très bon,auto. Bi-zone,-,non,non,non,non,oui,non,non,non,oui,non,non,non,non,non,oui,non,oui,non,Rigide,oui,oui,non,oui,,,,,,
MERCEDES,190 1992,2.0 D,65.000 DH VENDUE,1992.0,Seconde,270.000 km,Diesel,Automatique,8 cv,Rouge,Très bon,non,-,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,Ouvrant,non,oui,non,non,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MERCEDES,Classe E 2016,220 d DCT Avantgarde,355.000 DH VENDUE,2016.0,Première,40.000 km,Diesel,Automatique,8 cv,Noir,Comme neuve,auto. Bi-zone,Electrique AV/AR,Conducteur et Passager,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,non,Rigide,oui,oui,oui,oui,,,,,,
MERCEDES,Classe A 2016,160 d Style,250.000 DH VENDUE,2016.0,Première,44.000 km,Diesel,Automatique,6 cv,Blanc,Excellent,manuelle,Electrique AV/AR,non,non,oui,oui,oui,oui,oui,non,non,non,non,non,oui,oui,oui,non,non,non,Rigide,oui,oui,oui,oui,,,,,,
MERCEDES,Classe C 2003,220 CDI,110.000 DH VENDUE,2003.0,Seconde,255.000 km,Diesel,Automatique,9 cv,Gris foncé,Très bon,auto. Bi-zone,Electrique AV/AR,Conducteur et Passager,non,non,oui,oui,oui,oui,non,non,non,non,non,non,non,oui,non,non,non,Rigide,oui,oui,oui,oui,,,,,,
MERCEDES,Classe B 2015,Autre version,245.000 DH VENDUE,2015.0,Première,57.000 km,Diesel,Automatique,7 cv,Gris,Comme neuve,auto. Bi-zone,Electrique AV/AR,Conducteur et Passager,oui,oui,oui,oui,oui,oui,non,non,non,non,oui,oui,non,oui,non,oui,non,Panoramique ouvrant,oui,oui,non,non,,,,,,
MERCEDES,Classe C 2015,220 CDI Bluetec Avantgarde,340.000 DH VENDUE,2015.0,Seconde,60.000 km,Diesel,Automatique,-,Noir,Excellent,auto. Bi-zone,Electrique AV/AR,Conducteur et Passager,oui,oui,oui,oui,oui,oui,oui,oui,non,oui,non,non,oui,oui,non,oui,non,Rigide,oui,oui,oui,oui,,,,,,
MERCEDES,Classe S 2008,Autre version,220.000 DH VENDUE,2008.0,Seconde,170.000 km,Essence,Automatique,-,Noir,Très bon,auto. Tri-zone,Electrique AV/AR,Conducteur et Passager,non,non,oui,oui,oui,oui,non,oui,oui,oui,oui,non,non,non,non,non,non,Ouvrant,oui,oui,oui,oui,,,,,,
MERCEDES,Classe B 2006,180 d Urban,105.000 DH VENDUE,2006.0,Seconde,200.000 km,Diesel,Manuelle,8 cv,Gris,Très bon,auto.,Electrique AV/AR,non,oui,non,non,oui,oui,oui,non,oui,non,oui,oui,non,oui,oui,oui,oui,non,Rigide,oui,oui,oui,non,,,,,,
MERCEDES,Classe C 2010,Autre version,185.000 DH VENDUE,2010.0,Seconde,120.000 km,Diesel,Automatique,-,Bleu foncé,Excellent,auto. Bi-zone,Electrique AV/AR,Conducteur et Passager,oui,non,oui,oui,oui,oui,non,oui,non,non,non,non,oui,oui,non,oui,non,Panoramique ouvrant,oui,oui,oui,oui,,,,,,
MERCEDES,Classe E 2013,300 CDI V6 BlueTEC,260.000 DH VENDUE,2013.0,Première,78.000 km,Diesel,Automatique,-,Bordeau,Excellent,auto. Bi-zone,Electrique AV/AR,Conducteur et Passager,oui,non,oui,oui,oui,oui,non,oui,non,oui,non,non,non,oui,non,non,non,Rigide,oui,oui,oui,oui,,,,,,
MERCEDES,Classe B 2007,150 Classic,75.000 DH VENDUE,2007.0,Seconde,89.000 km,Essence,Automatique,-,Bleu,Très bon,manuelle,-,non,oui,non,non,non,non,oui,non,oui,non,non,non,non,non,non,non,non,non,Rigide,oui,non,non,non,,,,,,
MERCEDES,Classe C 2003,220 d Avantgarde,90.000 DH VENDUE,2003.0,Seconde,303.000 km,Diesel,Automatique,9 cv,Noir,Correct,manuelle,Electrique AV/AR,Conducteur et Passager,oui,non,non,oui,oui,oui,non,oui,non,oui,non,non,non,oui,oui,non,non,Ouvrant,oui,oui,oui,oui,,,,,,
MERCEDES,Classe E 2016,220 d Luxury,580.000 DH VENDUE,2016.0,Première,50.000 km,Diesel,Automatique,8 cv,Bleu foncé,Comme neuve,auto. Bi-zone,Electrique AV/AR,Conducteur et Passager,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,non,oui,oui,non,oui,oui,non,Panoramique ouvrant,oui,oui,oui,oui,,,,,,
MERCEDES,Classe A 2013,180 d Style,215.000 DH VENDUE,2013.0,Première,74.500 km,Diesel,Automatique,7 cv,Noir,Excellent,manuelle,Electrique AV/AR,non,oui,oui,oui,oui,oui,oui,oui,oui,non,oui,oui,oui,oui,non,oui,oui,non,Rigide,non,oui,oui,oui,,,,,,
MERCEDES,Classe A 2016,180 d Urban,249.000 DH VENDUE,2016.0,Première,36.700 km,Diesel,Automatique,6 cv,Blanc,Comme neuve,auto.,Electrique AV/AR,non,non,oui,oui,oui,non,oui,non,oui,non,oui,oui,oui,oui,oui,non,non,non,Rigide,oui,oui,oui,oui,,,,,,
MERCEDES,Classe C Coupé 2002,Autre version,72.000 DH VENDUE,2002.0,Seconde,280.000 km,Diesel,Automatique,9 cv,Autre couleur,Très bon,auto.,Electrique AV/AR,Conducteur et Passager,oui,non,oui,oui,non,oui,oui,non,oui,oui,oui,oui,oui,oui,non,oui,non,Rigide,oui,oui,oui,oui,,,,,,
MERCEDES,Classe E 2009,220 d DCT,175.000 DH VENDUE,2009.0,Seconde,190.000 km,Diesel,Automatique,8 cv,Blanc cassé,Excellent,auto. Bi-zone,Electrique AV/AR,Conducteur et Passager,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,non,oui,oui,oui,oui,oui,non,Rigide,oui,oui,oui,oui,,,,,,
MERCEDES,Classe C 2010,200 CDI BlueEfficiency Classic,180.000 DH VENDUE,2010.0,Seconde,145.000 km,Diesel,Automatique,9 cv,Noir,Très bon,auto. Bi-zone,Electrique AV/AR,Conducteur et Passager,oui,non,oui,oui,oui,oui,non,non,non,oui,non,non,oui,oui,non,oui,non,Rigide,oui,oui,oui,oui,,,,,,
MERCEDES,Classe B 2013,180 CDI Pack Sport,165.000 DH VENDUE,2013.0,Première,93.000 km,Diesel,Automatique,7 cv,Blanc,Bon,auto.,Electrique AV/AR,non,oui,oui,oui,oui,non,oui,non,non,non,non,oui,oui,oui,oui,non,oui,non,Rigide,oui,oui,oui,oui,,,,,,
MERCEDES,Classe C 2014,220 d AMG line,230.000 DH VENDUE,2014.0,Seconde,165.000 km,Diesel,Automatique,8 cv,Noir,Comme neuve,auto. Bi-zone,Electrique AV/AR,Conducteur et Passager,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,non,oui,oui,oui,oui,oui,oui,Panoramique ouvrant,oui,oui,oui,oui,,,,,,
MERCEDES,Classe E 2013,220 d DCT Avantgarde,350.000 DH VENDUE,2013.0,Seconde,205.000 km,Diesel,Automatique,8 cv,Gris foncé,Excellent,auto. Bi-zone,Electrique AV/AR,Conducteur et Passager,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,non,oui,oui,oui,oui,non,Rigide,oui,oui,oui,oui,,,,,,
MERCEDES,Classe B 2008,180 CDI Classic Sport,115.000 DH VENDUE,2008.0,Seconde,181.000 km,Diesel,Automatique,8 cv,Gris,Très bon,manuelle,Electrique AV,non,non,non,oui,oui,non,oui,non,oui,non,oui,oui,non,non,oui,non,non,non,Rigide,oui,oui,oui,non,,,,,,
MERCEDES,Classe B 2008,180 CDI Pack Sport,115.000 DH VENDUE,2008.0,Seconde,181.000 km,Diesel,Automatique,8 cv,Gris,Très bon,manuelle,Electrique AV,non,non,non,oui,non,non,oui,non,non,non,non,oui,non,non,oui,non,non,non,Rigide,oui,oui,oui,non,,,,,,
MERCEDES,Classe B 2007,180 CDI Classic Sport,85.000 DH VENDUE,2007.0,Seconde,260.000 km,Diesel,Automatique,-,Jaune d'or,Bon,non,Electrique AV/AR,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,Rigide,oui,oui,oui,oui,,,,,,
MERCEDES,Classe S 2010,Autre version,200.000 DH VENDUE,2010.0,Seconde,260.000 km,Diesel,Automatique,-,Noir,Excellent,auto.,Electrique AV/AR,Tous les passagers,oui,non,oui,oui,oui,oui,non,oui,oui,non,non,oui,oui,oui,non,non,non,Panoramique,oui,oui,non,non,,,,,,
MERCEDES,CLA Coupé 2013,220 d DCT AMG line,330.000 DH VENDUE,2013.0,Seconde,125.000 km,Diesel,Automatique,9 cv,Noir,Excellent,auto. Bi-zone,Electrique AV/AR,non,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,non,oui,oui,oui,oui,oui,oui,Panoramique ouvrant,oui,oui,oui,oui,,,,,,
MERCEDES,Classe C 2017,220 d AMG line,530.000 DH VENDUE,2017.0,Seconde,59.000 km,Diesel,Automatique,8 cv,Noir,Comme neuve,auto. Bi-zone,Electrique AV/AR,Conducteur et Passager,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,non,Panoramique ouvrant,oui,oui,oui,oui,,,,,,
MERCEDES,Classe B 2008,180 d Urban,140.000 DH VENDUE,2008.0,Première,27.000 km,Diesel,Manuelle,6 cv,Autre couleur,Excellent,auto.,Electrique AV/AR,non,oui,non,oui,non,non,non,oui,oui,non,non,non,non,non,oui,oui,oui,non,Rigide,non,oui,oui,oui,,,,,,
MERCEDES,Classe C 2003,220 d,125.000 DH VENDUE,2003.0,Seconde,179.000 km,Diesel,Automatique,9 cv,Gris,Excellent,auto. Bi-zone,Electrique AV/AR,Conducteur et Passager,oui,oui,oui,oui,non,oui,oui,oui,oui,oui,non,oui,oui,non,oui,oui,non,Rigide,non,oui,oui,oui,,,,,,
MERCEDES,Classe C 2010,220 CDI,195.000 DH VENDUE,2010.0,Seconde,180.000 km,Diesel,Automatique,-,Noir,Très bon,non,-,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,Ouvrant,non,non,non,non,,,,,,
MERCEDES,Classe M 2006,320 CDI,95.000 DH VENDUE,2006.0,Première,156.000 km,Diesel,Automatique,12 cv,Noir,Très bon,auto. Tri-zone,Electrique AV/AR,Conducteur et Passager,oui,non,oui,oui,oui,oui,non,oui,oui,oui,oui,oui,non,oui,non,oui,oui,Rigide,oui,oui,oui,oui,,,,,,
MERCEDES,Classe E 2012,220 CDI BlueEfficiency Classic,238.000 DH VENDUE,2012.0,Seconde,160.000 km,Diesel,Automatique,-,Noir,Excellent,auto.,Electrique AV/AR,Tous les passagers,oui,non,oui,oui,oui,non,oui,oui,non,non,non,non,oui,oui,non,oui,oui,Rigide,oui,oui,oui,oui,,,,,,
MERCEDES,Classe C 2009,Autre version,198.000 DH VENDUE,2009.0,Seconde,180.000 km,Diesel,Automatique,4 cv,Blanc,Comme neuve,auto.,Electrique AV/AR,Conducteur,oui,non,oui,non,non,oui,oui,oui,oui,oui,non,oui,oui,oui,non,non,non,Rigide,oui,oui,oui,oui,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MERCEDES,Classe E 2010,Autre version,190.000 DH VENDUE,2010.0,Première,225.000 km,Diesel,Automatique,9 cv,Autre couleur,Excellent,non,-,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,Rigide,non,non,non,non,,,,,,
MERCEDES,Classe C 2018,220 CDI,175.000 DH VENDUE,2018.0,Seconde,170.000 km,Diesel,Automatique,17 cv,Gris clair,Comme neuve,auto. Bi-zone,Electrique AV/AR,Conducteur et Passager,oui,non,oui,oui,oui,oui,non,oui,oui,oui,oui,oui,oui,oui,non,oui,oui,Rigide,oui,oui,oui,oui,,,,,,
MERCEDES,Classe C 2016,Autre version,175.000 DH VENDUE,2016.0,Première,40.000 km,Diesel,Automatique,11 cv,Gris,Comme neuve,auto.,Electrique AV/AR,Conducteur,oui,oui,non,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,non,oui,oui,Panoramique,oui,oui,oui,oui,,,,,,
MERCEDES,Classe C 2006,200 d Avantgarde,85.000 DH VENDUE,2006.0,Seconde,225.000 km,Diesel,Automatique,8 cv,Noir,Excellent,manuelle,Electrique AV/AR,Conducteur et Passager,oui,non,oui,oui,oui,oui,non,oui,non,non,non,non,non,oui,oui,non,oui,Rigide,oui,oui,oui,oui,,,,,,
MERCEDES,Classe C 2014,220 CDI BlueEfficiency Classic,270.000 DH VENDUE,2014.0,Première,41.000 km,Diesel,Automatique,-,Noir,Excellent,auto. Bi-zone,Electrique AV/AR,non,oui,oui,oui,oui,oui,oui,non,oui,non,oui,oui,non,oui,oui,non,non,non,Rigide,oui,oui,non,oui,,,,,,
MERCEDES,CLS Coupé 2012,350 CDI BlueEfficiency,95.000 DH VENDUE,2012.0,Première,80.500 km,Diesel,Automatique,-,Gris,Comme neuve,non,-,non,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,non,non,non,non,Rigide,oui,oui,oui,oui,,,,,,
MERCEDES,Classe B 2013,180 d Style,180.000 DH VENDUE,2013.0,Seconde,120.000 km,Diesel,Manuelle,6 cv,Gris foncé,Excellent,auto.,Electrique AV/AR,Conducteur et Passager,oui,oui,oui,oui,non,oui,oui,oui,non,oui,oui,non,oui,oui,non,oui,oui,Rigide,oui,oui,oui,oui,,,,,,
MERCEDES,Classe C 2014,180 d,180.000 DH VENDUE,2014.0,Première,109.000 km,Diesel,Automatique,-,Noir,Comme neuve,non,-,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,Rigide,non,non,non,non,,,,,,
MERCEDES,Classe B 2008,180 CDI Pack Sport,115.000 DH VENDUE,2008.0,Seconde,87.000 km,Diesel,Automatique,8 cv,Noir,Excellent,auto.,Electrique AV/AR,non,oui,non,oui,oui,oui,oui,non,oui,non,oui,non,non,oui,oui,non,oui,non,Rigide,oui,oui,oui,oui,,,,,,
MERCEDES,Classe C 2015,200 d Avantgarde,294.000 DH VENDUE,2015.0,Première,50.000 km,Diesel,Automatique,7 cv,Noir,Excellent,auto. Bi-zone,Electrique AV/AR,Conducteur et Passager,oui,oui,oui,oui,oui,oui,non,oui,oui,non,non,oui,oui,oui,non,oui,non,Rigide,oui,oui,oui,oui,,,,,,
MERCEDES,Classe M 2010,ML 350 CDI Blue TEC 4MATIC,220.000 DH VENDUE,2010.0,Seconde,179.000 km,Diesel,Automatique,12 cv,Noir,Excellent,auto. Tri-zone,Electrique AV/AR,Conducteur et Passager,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,non,oui,non,Rigide,oui,oui,oui,oui,,,,,,
MERCEDES,Classe C 2006,220 CDI,155.000 DH VENDUE,2006.0,Seconde,300.000 km,Diesel,Automatique,9 cv,Gris,Excellent,auto. Bi-zone,Electrique AV/AR,Conducteur et Passager,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,non,oui,oui,oui,oui,oui,non,Rigide,oui,oui,oui,oui,,,,,,
MERCEDES,Classe A 2011,180 CDI Classic,110.000 DH VENDUE,2011.0,Première,180.000 km,Diesel,Automatique,-,Marron clair,Excellent,manuelle,Electrique AV,non,non,non,non,oui,non,non,non,non,non,non,non,non,non,oui,non,non,non,Rigide,oui,non,oui,non,,,,,,
MERCEDES,Classe E 2011,220 CDI BlueEfficiency Classic,240.000 DH VENDUE,2011.0,Première,133.000 km,Diesel,Automatique,9 cv,Noir,Excellent,auto. Bi-zone,Electrique AV/AR,Conducteur et Passager,oui,oui,oui,oui,oui,oui,non,oui,non,oui,oui,non,oui,oui,non,oui,non,Rigide,oui,oui,oui,oui,,,,,,
